order,feature,cell_type,gene,age_pearson,abs_corr,modality,source_mode,required_from_model
236,DC__APOLD1,DC,APOLD1,-0.3588747627144037,0.3588747627144037,RNA,model_prediction,True
237,Naïve_B__XRN1,Naïve_B,XRN1,0.3587799804026717,0.3587799804026717,RNA,model_prediction,True
238,Naïve_B__BTG2,Naïve_B,BTG2,0.3587762158497977,0.3587762158497977,RNA,model_prediction,True
239,cMono__RGS10,cMono,RGS10,-0.3584911480022833,0.3584911480022833,RNA,model_prediction,True
240,DC__ZNF276,DC,ZNF276,-0.3584434737744471,0.3584434737744471,RNA,model_prediction,True
241,CD4_Naïve__CA6,CD4_Naïve,CA6,0.3584324436035922,0.3584324436035922,RNA,model_prediction,True
242,cMono__MT-CO3,cMono,MT-CO3,-0.358199886348586,0.358199886348586,RNA,model_prediction,True
243,cMono__SRSF11,cMono,SRSF11,-0.3580553961906366,0.3580553961906366,RNA,model_prediction,True
244,Naïve_B__HNRNPU,Naïve_B,HNRNPU,0.3580551754497927,0.3580551754497927,RNA,model_prediction,True
245,cMono__WBP11,cMono,WBP11,-0.3578504445617103,0.3578504445617103,RNA,model_prediction,True
246,CD8_CTL__TRA2B,CD8_CTL,TRA2B,-0.3578345664693315,0.3578345664693315,RNA,model_prediction,True
247,cMono__MT-CO2,cMono,MT-CO2,-0.3575505223447677,0.3575505223447677,RNA,model_prediction,True
248,DC__MAP2K3,DC,MAP2K3,-0.3574794023813217,0.3574794023813217,RNA,model_prediction,True
249,DC__IL7R,DC,IL7R,-0.3567495527186739,0.3567495527186739,RNA,model_prediction,True
250,CD4_Tcm__PDE4D,CD4_Tcm,PDE4D,-0.3565841110132404,0.3565841110132404,RNA,model_prediction,True
251,Swit.Bm__GSN,Swit.Bm,GSN,0.356512385118089,0.356512385118089,RNA,model_prediction,True
252,CD4_Treg__SH3BGRL3,CD4_Treg,SH3BGRL3,0.3561002581641556,0.3561002581641556,RNA,model_prediction,True
253,CD8_CTL__ITM2C,CD8_CTL,ITM2C,-0.3559948246693589,0.3559948246693589,RNA,model_prediction,True
254,Swit.Bm__GYPC,Swit.Bm,GYPC,-0.3559178446995863,0.3559178446995863,RNA,model_prediction,True
255,DC__PCED1A,DC,PCED1A,-0.3555837218190436,0.3555837218190436,RNA,model_prediction,True
256,CD4_Tcm__SYT11,CD4_Tcm,SYT11,0.3555658984234031,0.3555658984234031,RNA,model_prediction,True
257,Swit.Bm__PPDPF,Swit.Bm,PPDPF,-0.3555505558072857,0.3555505558072857,RNA,model_prediction,True
258,Swit.Bm__NOP53,Swit.Bm,NOP53,-0.3554228484776023,0.3554228484776023,RNA,model_prediction,True
259,DC__IRF2BP2,DC,IRF2BP2,-0.3553886838395439,0.3553886838395439,RNA,model_prediction,True
260,CD4_Naïve__PCBP2,CD4_Naïve,PCBP2,-0.3551909873675055,0.3551909873675055,RNA,model_prediction,True
261,DC__TNK2,DC,TNK2,-0.3551547140537458,0.3551547140537458,RNA,model_prediction,True
262,cMono__GRINA,cMono,GRINA,-0.355142888123916,0.355142888123916,RNA,model_prediction,True
263,CD4_Tcm__LYAR,CD4_Tcm,LYAR,-0.3551104624216331,0.3551104624216331,RNA,model_prediction,True
264,CD8_CTL__LGALS1,CD8_CTL,LGALS1,0.3542256364660584,0.3542256364660584,RNA,model_prediction,True
265,Swit.Bm__JCHAIN,Swit.Bm,JCHAIN,-0.3541869975915487,0.3541869975915487,RNA,model_prediction,True
266,CD4_Naïve__RGMB,CD4_Naïve,RGMB,0.3540455097235328,0.3540455097235328,RNA,model_prediction,True
267,CD8_Tem__YARS2,CD8_Tem,YARS2,0.3538669093120976,0.3538669093120976,RNA,model_prediction,True
268,cMono__STT3B,cMono,STT3B,-0.35383707048661,0.35383707048661,RNA,model_prediction,True
269,Swit.Bm__ITM2B,Swit.Bm,ITM2B,-0.3533985884905348,0.3533985884905348,RNA,model_prediction,True
270,cMono__TXK,cMono,TXK,-0.353202235868197,0.353202235868197,RNA,model_prediction,True
