feature,age_pearson,abs_corr,modality
CD8_Tem__JUNB,-0.3755096144705659,0.3755096144705659,RNA
DC__VAMP5,0.37542195131438966,0.37542195131438966,RNA
Swit.Bm__CRIP2,0.3753557663010333,0.3753557663010333,RNA
cMono__TRIM33,-0.37498052241360236,0.37498052241360236,RNA
DC__PCBP2,-0.37491925390857583,0.37491925390857583,RNA
NKbright__GBP4,0.3748700133826635,0.3748700133826635,RNA
CD8_CTL__PTMS,0.37458852344657456,0.37458852344657456,RNA
CD4_Naïve__IKZF2,-0.374327735909181,0.374327735909181,RNA
CD8_CTL__RCAN2,0.37401551676531997,0.37401551676531997,RNA
DC__TARBP1,-0.37399149007071336,0.37399149007071336,RNA
CD4_Tcm__SORBS3,0.3736270654178314,0.3736270654178314,RNA
cMono__MAP2K3,-0.3731559412708569,0.3731559412708569,RNA
CD4_Tcm__TIGIT,0.3726252053174383,0.3726252053174383,RNA
CD4_Naïve__IQGAP2,0.37244338465485305,0.37244338465485305,RNA
Swit.Bm__GNAI2,0.3722904959707626,0.3722904959707626,RNA
CD4_Tcm__LYAR,-0.3718942543933203,0.3718942543933203,RNA
CD4_Tcm__CTSA,0.3718050562733311,0.3718050562733311,RNA
NKbright__NCR1,0.37147071038359686,0.37147071038359686,RNA
CD8_CTL__GNAI2,0.3708478838389397,0.3708478838389397,RNA
Transit.NK__JUNB,-0.3705872499955931,0.3705872499955931,RNA
cMono__TPPP3,0.37020715051675707,0.37020715051675707,RNA
cMono__ASAH1,-0.3699105482243014,0.3699105482243014,RNA
DC__TCF7,-0.3697801986718727,0.3697801986718727,RNA
DC__ARPC4,0.3693923923107167,0.3693923923107167,RNA
DC__SRSF11,-0.3693111367310968,0.3693111367310968,RNA
NKbright__EOMES,0.3692660462690473,0.3692660462690473,RNA
CD8_CTL__PIK3IP1,-0.36922318051624703,0.36922318051624703,RNA
CD8_CTL__CAMK4,-0.36842001469655206,0.36842001469655206,RNA
Naïve_B__ARHGAP30,0.3683062198571514,0.3683062198571514,RNA
CD4_Naïve__C12orf57,-0.36784364079352594,0.36784364079352594,RNA
DC__HIF1A,-0.3678167817150395,0.3678167817150395,RNA
cMono__SRSF10,-0.36770529647225964,0.36770529647225964,RNA
CD4_Treg__SH3BGRL3,0.36760416150669245,0.36760416150669245,RNA
DC__RHOG,0.36743553926223843,0.36743553926223843,RNA
DC__ACAP1,-0.3671348447606358,0.3671348447606358,RNA
cMono__DDX39B,-0.366806163474902,0.366806163474902,RNA
cMono__DDX51,-0.36612437790117136,0.36612437790117136,RNA
CD8_Tem__UBB,-0.3656873190799687,0.3656873190799687,RNA
cMono__BASP1,-0.3654413771366512,0.3654413771366512,RNA
CD8_Tem__VAMP2,0.3654105602029384,0.3654105602029384,RNA
DC__SECTM1,0.3653584549463929,0.3653584549463929,RNA
DC__CRIP1,0.3652647911203141,0.3652647911203141,RNA
NKT__JUNB,-0.3652087058705358,0.3652087058705358,RNA
CD4_Helper__SYNC,0.36519004334158,0.36519004334158,RNA
CD8_CTL__RSL1D1,-0.36511106932618537,0.36511106932618537,RNA
CD4_Tcm__PBXIP1,0.36506498168610063,0.36506498168610063,RNA
cMono__GNAI2,0.36471330967087523,0.36471330967087523,RNA
DC__DPH5,-0.3643668281397008,0.3643668281397008,RNA
CD4_Naïve__UQCRB,-0.36412974510229723,0.36412974510229723,RNA
cMono__LRRN3,-0.36385985434814044,0.36385985434814044,RNA
CD8_CTL__SH3BGRL3,0.36373587371971194,0.36373587371971194,RNA
DC__KAT2A,-0.36350246201588327,0.36350246201588327,RNA
cMono__ZNF787,-0.36296601302660486,0.36296601302660486,RNA
DC__DGKD,-0.36288892615296897,0.36288892615296897,RNA
CD8_CTL__STOM,0.36282161856029727,0.36282161856029727,RNA
CD4_Naïve__SH3BGRL3,0.3625009028270616,0.3625009028270616,RNA
γδT2__FOXP4,0.3624848062309266,0.3624848062309266,RNA
CD8_CTL__MT-ND4L,-0.36244180786067937,0.36244180786067937,RNA
DC__BCL11B,-0.36219838363894663,0.36219838363894663,RNA
cMono__IVNS1ABP,-0.3621163220074011,0.3621163220074011,RNA
CD4_Tcm__RGS10,-0.3620047011826008,0.3620047011826008,RNA
DC__DIS3L,-0.3617000128542174,0.3617000128542174,RNA
NKbright__CRIP1,0.36130598554959337,0.36130598554959337,RNA
cMono__SLC38A2,-0.36107802362725927,0.36107802362725927,RNA
Naïve_B__ACTN4,0.3609881062991339,0.3609881062991339,RNA
CD4_Treg__CD84,0.3609833535047607,0.3609833535047607,RNA
NKbright__HDGFL3,0.3608837525901877,0.3608837525901877,RNA
cMono__PDE4D,-0.36066383746173714,0.36066383746173714,RNA
CD8_CTL__KIF21A,0.36065200292172145,0.36065200292172145,RNA
CD4_Helper__GNAI2,0.36059317737672836,0.36059317737672836,RNA
CD8_CTL__SF3B1,-0.36046803417252166,0.36046803417252166,RNA
NKbright__GNAI2,0.35992337759669935,0.35992337759669935,RNA
DC__ARHGAP30,0.3596936236991583,0.3596936236991583,RNA
CD4_Treg__HIGD2A,0.35959322821398226,0.35959322821398226,RNA
CD4_Tcm__TMIGD2,-0.3595406447591332,0.3595406447591332,RNA
NKT__DUSP1,-0.3594138127334525,0.3594138127334525,RNA
CD4_Naïve__PLXDC1,-0.35940921576667567,0.35940921576667567,RNA
DC__GPSM3,0.359297898439068,0.359297898439068,RNA
CD8_CTL__CSKMT,-0.35919540493505675,0.35919540493505675,RNA
CD4_Treg__NDUFB3,0.35912038823920006,0.35912038823920006,RNA
CD4_Treg__HNRNPLL,0.3591112810641126,0.3591112810641126,RNA
CD4_Naïve__SORL1,0.35903074315590633,0.35903074315590633,RNA
DC__VSIR,0.35896418560076115,0.35896418560076115,RNA
CD8_CTL__S100A11,0.35889061852821935,0.35889061852821935,RNA
cMono__IRS2,-0.35873913350366177,0.35873913350366177,RNA
CD4_Naïve__ATRAID,0.35849248148213914,0.35849248148213914,RNA
cMono__BIN2,-0.35800426034531274,0.35800426034531274,RNA
cMono__SNRPA1,-0.3579693926687781,0.3579693926687781,RNA
CD8_Tem__GADD45B,-0.3573565889098833,0.3573565889098833,RNA
Transit.NK__ADGRG1,0.3572843176663711,0.3572843176663711,RNA
CD4_Naïve__NFKB1,0.35693444975703614,0.35693444975703614,RNA
CD4_Naïve__SYNRG,0.35687417094763235,0.35687417094763235,RNA
CD4_Helper__TCF4,0.35652108015750616,0.35652108015750616,RNA
cMono__NSA2,-0.356434092787976,0.356434092787976,RNA
cMono__SRSF7,-0.356316092499241,0.356316092499241,RNA
CD4_Naïve__RNF157,0.35626301063804694,0.35626301063804694,RNA
DC__ARID1B,-0.3559650562798571,0.3559650562798571,RNA
DC__CD300E,0.3557620558541938,0.3557620558541938,RNA
CD4_Naïve__TBC1D8B,0.3557553279073924,0.3557553279073924,RNA
CD8_Tem__STOM,0.3556941293131875,0.3556941293131875,RNA
CD4_Naïve__ID2,-0.35533127310732443,0.35533127310732443,RNA
CD4_Tcm__TOB1,-0.3549482402382171,0.3549482402382171,RNA
CD4_Treg__S100A11,0.35491903972906397,0.35491903972906397,RNA
DC__WASF2,0.35459164577013663,0.35459164577013663,RNA
CD4_Naïve__GPR155,0.35458309613076955,0.35458309613076955,RNA
DC__CFP,0.35454157041859186,0.35454157041859186,RNA
CD4_Naïve__IKZF3,0.3542738726035856,0.3542738726035856,RNA
CD4_Naïve__S100A11,0.3542139856832667,0.3542139856832667,RNA
cMono__RBM3,-0.3540818157877077,0.3540818157877077,RNA
cMono__CBX4,-0.35377808708109243,0.35377808708109243,RNA
CD4_Naïve__CR1,-0.35367430438971514,0.35367430438971514,RNA
CD4_Treg__UBA52,-0.3533784518694322,0.3533784518694322,RNA
cMono__ATF6B,-0.3533161863553299,0.3533161863553299,RNA
Transit.NK__JUN,-0.3528930841612956,0.3528930841612956,RNA
CD8_CTL__EOMES,0.35284648039440303,0.35284648039440303,RNA
CD4_Naïve__F8A1,0.3525888926616967,0.3525888926616967,RNA
cMono__PILRB,-0.3525677672390877,0.3525677672390877,RNA
CD8_Tem__LRRN3,-0.3524863570557954,0.3524863570557954,RNA
Prolif.T__SH3BGRL3,0.35161778432085333,0.35161778432085333,RNA
DC__ATRAID,0.35105439599671123,0.35105439599671123,RNA
NKbright__JUN,-0.3510142064314583,0.3510142064314583,RNA
cMono__CFP,0.3509543195995295,0.3509543195995295,RNA
DC__SF3B1,-0.3503593214248132,0.3503593214248132,RNA
DC__CUX1,0.35004632385455614,0.35004632385455614,RNA
CD8_CTL__ATP5MF,0.3499270324703446,0.3499270324703446,RNA
CD8_CTL__ABHD2,0.3499264674065291,0.3499264674065291,RNA
CD4_Naïve__PURA,0.3497550332708138,0.3497550332708138,RNA
