feature,age_pearson,abs_corr,modality
cMono__SATB1,-0.39366688226707564,0.39366688226707564,RNA
cMono__PSAP,0.3934345702046279,0.3934345702046279,RNA
DC__CYP4F22,0.39294492281083926,0.39294492281083926,RNA
cMono__PSME2,0.39227086963435664,0.39227086963435664,RNA
CD8_CTL__S100A6,0.39206009101128564,0.39206009101128564,RNA
cMono__MAZ,0.39197505346080747,0.39197505346080747,RNA
cMono__PELI1,-0.3917043834539898,0.3917043834539898,RNA
CD4_Naïve__CBX7,0.39063508509813427,0.39063508509813427,RNA
DC__F8A1,0.3905508253214584,0.3905508253214584,RNA
DC__GOLGA8B,-0.39014497682199567,0.39014497682199567,RNA
DC__S100A6,0.3898557461711036,0.3898557461711036,RNA
DC__PSME2,0.38888257335695287,0.38888257335695287,RNA
DC__FCER1G,0.38847283166496666,0.38847283166496666,RNA
CD4_Naïve__DPP4,0.38842885740006616,0.38842885740006616,RNA
cMono__EIF4A2,-0.3884210815941886,0.3884210815941886,RNA
immature_T__B2M,0.38795878744033757,0.38795878744033757,RNA
CD4_Tcm__SH3BGRL3,0.38748604184405205,0.38748604184405205,RNA
CD4_Naïve__STAT4,0.3862572606434897,0.3862572606434897,RNA
cMono__OS9,0.38597988236619857,0.38597988236619857,RNA
CD4_Naïve__EDA,0.38562176209307786,0.38562176209307786,RNA
NKT__GIMAP7,0.3855895622996764,0.3855895622996764,RNA
CD4_Tcm__CRIP2,0.3851729022018668,0.3851729022018668,RNA
CD4_Naïve__AFF3,-0.3850768643665222,0.3850768643665222,RNA
CD4_Naïve__SRP68,0.3844078488109153,0.3844078488109153,RNA
cMono__UQCRB,-0.3844036038995024,0.3844036038995024,RNA
CD4_Naïve__SERPINE2,-0.38420006947733126,0.38420006947733126,RNA
cMono__STX16,-0.3837079447116346,0.3837079447116346,RNA
CD4_Tcm__SYT11,0.3835555266019702,0.3835555266019702,RNA
CD4_Naïve__ARHGAP32,-0.3835178637907876,0.3835178637907876,RNA
NKbright__DUSP1,-0.38337635500176964,0.38337635500176964,RNA
cMono__RSL1D1,-0.3825423778935496,0.3825423778935496,RNA
CD4_Treg__SYNE2,0.3821817095212872,0.3821817095212872,RNA
cMono__MT-CO3,-0.3818466793269014,0.3818466793269014,RNA
cMono__RNF135,0.3817750602949456,0.3817750602949456,RNA
γδT2__SH3RF2,0.3815210961241092,0.3815210961241092,RNA
DC__B2M,0.38137869091196236,0.38137869091196236,RNA
CD4_Tcm__TSHZ2,0.3812004940940856,0.3812004940940856,RNA
CD4_Tcm__ZYX,0.38096213416537755,0.38096213416537755,RNA
CD4_Naïve__MPHOSPH8,0.380208332331161,0.380208332331161,RNA
CD4_Naïve__SYNE3,0.3796440467271941,0.3796440467271941,RNA
NKT__CRIP1,0.3794666305514444,0.3794666305514444,RNA
CD4_Helper__RSL1D1,-0.3788464019940714,0.3788464019940714,RNA
CD8_CTL__ACTN1,-0.37843188278231976,0.37843188278231976,RNA
CD4_Naïve__ANKRD12,0.3783248468999461,0.3783248468999461,RNA
CD4_Naïve__CCND3,-0.37804761110812357,0.37804761110812357,RNA
CD4_Tcm__LDOC1,0.37773334735871744,0.37773334735871744,RNA
NKT__EIF1,-0.37772611001499873,0.37772611001499873,RNA
cMono__SLC35A4,0.37768292521078245,0.37768292521078245,RNA
NKT__HDGFL3,0.3772878576434675,0.3772878576434675,RNA
DC__DIP2A,-0.376959241353884,0.376959241353884,RNA
DC__SLC38A2,-0.3769405677330861,0.3769405677330861,RNA
CD8_CTL__HDGFL3,0.3767184576161522,0.3767184576161522,RNA
DC__TRABD2A,-0.37665265521297353,0.37665265521297353,RNA
NKbright__IL2RG,0.3764533621923255,0.3764533621923255,RNA
CD4_Treg__B2M,0.37632715107411546,0.37632715107411546,RNA
cMono__MT-CO2,-0.37626723735247347,0.37626723735247347,RNA
cMono__RBP7,-0.37613472829726424,0.37613472829726424,RNA
DC__RGS10,-0.37604932734304036,0.37604932734304036,RNA
NKT__JUN,-0.3758955941649404,0.3758955941649404,RNA
CD8_Tem__NAP1L2,0.3758667242896219,0.3758667242896219,RNA
DC__TIMP1,0.37572542816336285,0.37572542816336285,RNA
NKbright__ANXA6,0.3756804882779011,0.3756804882779011,RNA
