feature,age_pearson,abs_corr,modality
CD4_Naïve__PCBP2,-0.35519098736750554,0.35519098736750554,RNA
DC__TNK2,-0.3551547140537458,0.3551547140537458,RNA
cMono__GRINA,-0.35514288812391603,0.35514288812391603,RNA
CD4_Tcm__LYAR,-0.3551104624216331,0.3551104624216331,RNA
CD8_CTL__LGALS1,0.3542256364660584,0.3542256364660584,RNA
Swit.Bm__JCHAIN,-0.3541869975915487,0.3541869975915487,RNA
CD4_Naïve__RGMB,0.3540455097235328,0.3540455097235328,RNA
CD8_Tem__YARS2,0.35386690931209763,0.35386690931209763,RNA
cMono__STT3B,-0.35383707048661,0.35383707048661,RNA
Swit.Bm__ITM2B,-0.3533985884905348,0.3533985884905348,RNA
cMono__TXK,-0.353202235868197,0.353202235868197,RNA
Swit.Bm__DUSP1,-0.3527776654190102,0.3527776654190102,RNA
CD8_Tem__PIK3IP1,-0.35267369350885336,0.35267369350885336,RNA
NKbright__SPN,0.35228026304622206,0.35228026304622206,RNA
cMono__RIPOR2,-0.352198954189565,0.352198954189565,RNA
CD4_Tcm__PCBP2,-0.3520324038015291,0.3520324038015291,RNA
CD8_Tem__NLRP1,-0.3519048368216051,0.3519048368216051,RNA
cMono__ATP2A2,-0.3517378152940925,0.3517378152940925,RNA
DC__PER1,-0.351297090380869,0.351297090380869,RNA
CD8_CTL__ACTN1,-0.351089008901192,0.351089008901192,RNA
CD8_Tem__KDM3A,-0.35084327686921574,0.35084327686921574,RNA
CD4_Tcm__NOP53,-0.350803783992506,0.350803783992506,RNA
CD4_Tcm__SLTM,0.35075953645234925,0.35075953645234925,RNA
immature_T__CWC25,0.35033214074369184,0.35033214074369184,RNA
DC__ATP5MF,0.35017276383738355,0.35017276383738355,RNA
DC__ANXA1,0.35016679100622183,0.35016679100622183,RNA
CD4_Helper__ATRX,0.3500759845368364,0.3500759845368364,RNA
CD4_Tcm__RCBTB2,0.3496135498323284,0.3496135498323284,RNA
CD4_Treg__CCND3,-0.34956377628050095,0.34956377628050095,RNA
Prolif.T__EIF3H,-0.3492554387440853,0.3492554387440853,RNA
immature_T__UBA52,-0.3491062767959237,0.3491062767959237,RNA
CD4_Treg__LGALS1,0.34862348259102044,0.34862348259102044,RNA
cMono__OS9,0.3485719166786656,0.3485719166786656,RNA
cMono__TECPR1,-0.34813443503224906,0.34813443503224906,RNA
CD4_Tcm__SATB1,-0.34802090956271703,0.34802090956271703,RNA
CD4_Naïve__AKAP13,0.3480004130668488,0.3480004130668488,RNA
CD4_Helper__BPTF,0.34792802971257086,0.34792802971257086,RNA
cMono__OSER1,-0.3476854447436237,0.3476854447436237,RNA
CD8_Tem__SRSF7,-0.3476643675541684,0.3476643675541684,RNA
Swit.Bm__ZBTB38,0.34725396291244454,0.34725396291244454,RNA
CD8_CTL__KDM2A,-0.34703122959276095,0.34703122959276095,RNA
CD4_Naïve__NSD3,0.34667052690728734,0.34667052690728734,RNA
cMono__EIF3M,-0.34647259880726994,0.34647259880726994,RNA
cMono__RBP7,-0.34646411129009946,0.34646411129009946,RNA
γδT2__NAAA,0.34610321077524986,0.34610321077524986,RNA
γδT2__KCNN4,0.34593509308215803,0.34593509308215803,RNA
DC__APLP2,0.3457880813165152,0.3457880813165152,RNA
CD8_Tem__C6orf47,0.34574342618482895,0.34574342618482895,RNA
CD4_Naïve__ARHGAP5,0.345726461817072,0.345726461817072,RNA
Swit.Bm__YBX1,-0.345539333623719,0.345539333623719,RNA
Naïve_B__ITGA6,-0.3455231670629547,0.3455231670629547,RNA
CD8_CTL__STOM,0.3454281033212038,0.3454281033212038,RNA
cMono__DDX39B,-0.34534781031327383,0.34534781031327383,RNA
CD4_Naïve__ITM2B,-0.3451446338571085,0.3451446338571085,RNA
cMono__RBM3,-0.34511391974469285,0.34511391974469285,RNA
CD8_Tem__VIPR1,-0.3449990241264964,0.3449990241264964,RNA
